Data Point Used in Publication,Time stamp,Year,Day number,Month,Day of month,Hour,GHI [W/m2],DNI [W/m2],DHI [W/m2],Sun azimuth (deg),Sun zenith (deg),Tracker Angle [deg],Air Mass,Temperature (C),windspeed [m/s],Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, NOC, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]","Average POA rear irradiance , no IAM [W/m2]","Average POA rear irradiance , no IAM [W/m2]"
0,110,2020,5,1,5,14.5,35.8,0.2,35.8,-30.61686009,83.27016155,25,8.001422161,4.8,3.1,10.05738687,10.0606994,10.06372673,3.33223304,3.146942842,10.56324548,10.56688414,10.57020976,3.840310983,3.572572646,10.07122561,10.07454782,10.07758278,3.347804627,3.161584567,10.57191794,10.57556389,10.57889418,3.857842701,3.589122934,4.178342677,4.077265404
0,111,2020,5,1,5,15.5,7.3,0.1,7.3,-43.52172638,88.35627673,25,21.50014304,4.6,3.8,1.871915118,1.872107878,1.872248641,0.691995547,0.652920519,1.95556433,1.955774176,1.955927156,0.8115441,0.754136824,1.874411345,1.874604725,1.87474582,0.693891138,0.654691696,1.956876982,1.957086958,1.957240255,0.81379739,0.756243661,0.876647329,0.854128532
0,112,2020,5,1,5,16.5,0,0,0,-55.78342229,94.78565401,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,113,2020,5,1,5,17.5,0,0,0,-67.59672175,102.2109677,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,114,2020,5,1,5,18.5,0,0,0,-79.30749323,110.2941221,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,115,2020,5,1,5,19.5,0,0,0,-91.40855483,118.6978248,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,116,2020,5,1,5,20.5,0,0,0,-104.5809604,127.0475385,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117,2020,5,1,5,21.5,0,0,0,-119.7617349,134.8592314,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,118,2020,5,1,5,22.5,0,0,0,-138.1047664,141.4299771,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119,2020,5,1,5,23.5,0,0,0,-160.3764199,145.7613079,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,2020,6,1,6,0.5,0,0,0,174.6220148,146.81088,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121,2020,6,1,6,1.5,0,0,0,150.4499289,144.2574849,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,122,2020,6,1,6,2.5,0,0,0,129.86668,138.8298573,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,123,2020,6,1,6,3.5,0,0,0,113.016594,131.6207044,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,2020,6,1,6,4.5,0,0,0,98.82742826,123.5037267,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,125,2020,6,1,6,5.5,0,0,0,86.21250071,115.0734161,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126,2020,6,1,6,6.5,0,0,0,74.35083211,106.7554754,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,127,2020,6,1,6,7.5,0,0,0,62.64902576,98.90175777,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,2020,6,1,6,8.5,3,0.2,3.1,50.67852407,91.84695963,25,40,6.5,2.3,0.75077445,0.750788071,0.750808786,0.302179467,0.284294724,0.791421957,0.791437049,0.791460001,0.365928274,0.337475914,0.751612586,0.751626229,0.751646988,0.302936036,0.285009583,0.791973752,0.791988856,0.792011841,0.366867584,0.338357937,0.392563299,0.382746136
1,129,2020,6,1,6,9.5,6.7,0.2,6.8,38.15387977,85.93411141,25,12.14891336,6.7,2.1,1.708654661,1.708703738,1.70879782,0.647484097,0.610978931,1.793629655,1.793683409,1.7937865,0.760529975,0.707160809,1.709899704,1.709948864,1.71004303,0.646806781,0.610293222,1.794407903,1.79446169,1.794564855,0.760533135,0.707089908,0.81810884,0.797067179
1,130,2020,6,1,6,10.5,18.1,0.2,18.2,24.95346356,81.50991298,25,6.495691218,6.7,1.9,4.786096966,4.786333231,4.78696452,1.726132486,1.628856736,5.007589582,5.007847373,5.008536548,2.025330689,1.88314749,4.790478946,4.790715584,4.791348282,1.729886515,1.632416918,5.010561376,5.010819522,5.011509199,2.030252193,1.887761456,2.186283219,2.129930789
1,131,2020,6,1,6,11.5,28.3,0.2,28.4,11.15663535,78.88668029,25,5.061687503,6.8,2,7.626839164,7.6275339,7.629079648,2.686988852,2.535914475,7.965897474,7.966653292,7.96833494,3.145345455,2.92515911,7.633615228,7.634311489,7.635860241,2.692843504,2.541441717,7.970564833,7.971322013,7.973005416,3.152994251,2.932315839,3.398393471,3.310773818
1,132,2020,6,1,6,12.5,32.9,0.2,33.1,-2.955147229,78.27769864,25,4.814301281,7.1,1.6,8.953847539,8.954098891,8.956066622,3.126398274,2.950892498,9.349936703,9.350210293,9.352350404,3.652880243,3.397557062,8.961837869,8.962089723,8.964061009,3.133555224,2.957623521,9.355442937,9.355716585,9.357859532,3.662017876,3.40609864,3.949769765,3.848040041
1,133,2020,6,1,6,13.5,22.6,0.2,22.8,-16.98213596,79.73590777,25,5.45214743,7.1,2.2,6.045779694,6.046389906,6.047422468,2.16072594,2.039082049,6.31724525,6.317909285,6.319033107,2.533609452,2.356022705,6.051005916,6.051616804,6.052650594,2.165628128,2.043673105,6.320902114,6.321566813,6.32269247,2.539810446,2.361807551,2.73579533,2.665042834
0,134,2020,6,1,6,14.5,16.3,0.2,16.5,-30.55759894,83.13646762,25,7.863888737,7.2,2,4.315852391,4.316091033,4.316621708,1.563860911,1.475696617,4.521026732,4.521287662,4.521867992,1.834856437,1.70583308,4.319691413,4.319930452,4.320462143,1.568147588,1.479716834,4.523786821,4.524048267,4.524629259,1.840146396,1.710791928,1.981004974,1.930272278
0,135,2020,6,1,6,15.5,7.9,0.2,8,-43.47915089,88.21636476,25,20.64577609,7.2,2.1,2.036422758,2.036491298,2.036622656,0.758410032,0.715613866,2.130435349,2.13051003,2.130653092,0.88878957,0.825942286,2.039819375,2.039888138,2.04001997,0.760582364,0.717644306,2.131946389,2.132021221,2.132164603,0.89135273,0.828340735,0.960427972,0.935829657
0,136,2020,6,1,6,16.5,0,0,0,-55.75446824,94.6421148,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137,2020,6,1,6,17.5,0,0,0,-67.5778379,102.0655537,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,138,2020,6,1,6,18.5,0,0,0,-79.29482356,110.1478527,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,139,2020,6,1,6,19.5,0,0,0,-91.39743487,118.551227,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140,2020,6,1,6,20.5,0,0,0,-104.5645431,126.901031,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,141,2020,6,1,6,21.5,0,0,0,-119.7284379,134.7138754,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,142,2020,6,1,6,22.5,0,0,0,-138.0354338,141.2890409,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,143,2020,6,1,6,23.5,0,0,0,-160.2486844,145.6324448,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144,2020,7,1,7,0.5,0,0,0,174.8099099,146.7049097,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,2020,7,1,7,1.5,0,0,0,150.6652867,144.1798054,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,146,2020,7,1,7,2.5,0,0,0,130.0761593,138.775971,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,147,2020,7,1,7,3.5,0,0,0,113.2080032,131.5819142,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,148,2020,7,1,7,4.5,0,0,0,99.00134727,123.4720468,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,149,2020,7,1,7,5.5,0,0,0,86.37301745,115.0425876,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,2020,7,1,7,6.5,0,0,0,74.50189262,106.7205617,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,151,2020,7,1,7,7.5,0,0,0,62.79337406,98.8586621,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,152,2020,7,1,7,8.5,2.1,0.2,2.2,50.81733328,91.79218503,25,40,4.3,2.3,0.530197782,0.530204708,0.530215252,0.214449945,0.201757546,0.558898653,0.55890632,0.558917988,0.259691033,0.239499036,0.530789772,0.530796714,0.530807279,0.214986865,0.202264865,0.5592885,0.559296196,0.559307913,0.26035764,0.240124987,0.278593309,0.27162629
1,153,2020,7,1,7,9.5,10.1,0.2,10.2,38.28650298,85.8648174,25,11.99158136,4.6,2.5,2.643747183,2.643921041,2.644143653,0.969812815,0.915089073,2.769785358,2.769975319,2.770218671,1.138248604,1.058071287,2.645751942,2.645926099,2.646148997,0.969672552,0.914911914,2.771100304,2.771290538,2.771534057,1.139030021,1.058725887,1.226188954,1.19455935
1,154,2020,7,1,7,10.5,36.9,0.3,37.1,25.07736784,81.42424916,25,6.436392746,5.3,2.8,10.31802192,10.32091661,10.32396937,3.476658061,3.282686577,10.81854739,10.82171679,10.82506113,4.024952727,3.744454958,10.32568477,10.32858343,10.33164075,3.481186757,3.286999056,10.82406429,10.82723481,10.83058316,4.03197431,3.750979443,4.366118708,4.252748048
1,155,2020,7,1,7,11.5,58.8,0.3,58.9,11.26789021,78.78425458,25,5.018320455,6.2,3,16.8624205,16.87084268,16.87888038,5.455968105,5.154707297,17.69452668,17.70376843,17.71258868,6.245269292,5.815227572,16.87588126,16.88431689,16.89236805,5.465101505,5.163334851,17.70395974,17.71320993,17.72204096,6.258220791,5.827284431,6.803006094,6.628155543
1,156,2020,7,1,7,12.5,21.3,0.2,21.4,-2.860586053,78.15985244,25,4.769192108,6.6,1.8,5.659515983,5.659767693,5.660619649,2.029609027,1.915339795,5.909790388,5.910063751,5.910988901,2.382759112,2.216077416,5.664462468,5.664714656,5.665567717,2.034089448,1.919551968,5.913218523,5.913492418,5.91441922,2.388511521,2.221450835,2.571503697,2.504979349
1,157,2020,7,1,7,13.5,48.7,0.3,49.1,-16.90681252,79.60545527,25,5.388328269,7.2,1.6,13.78575838,13.78632724,13.79077939,4.5720872,4.31836343,14.453999,14.45462167,14.45949704,5.265148197,4.900543848,13.80089698,13.80146702,13.80592964,4.587146505,4.332506767,14.46384021,14.4644643,14.46934976,5.283019443,4.917324363,5.725914394,5.582652464
0,158,2020,7,1,7,14.5,39.9,0.2,40.4,-30.50164206,82.99691145,25,7.725096464,7.4,2.2,11.34568319,11.34768748,11.35107934,3.746105032,3.538402078,11.92948503,11.93169137,11.93542561,4.30177824,4.002393367,11.3624868,11.36449718,11.36789948,3.765140526,3.55630724,11.93977668,11.94198643,11.94572945,4.322960393,4.022403002,4.687730431,4.575806899
0,159,2020,7,1,7,15.5,17.9,0.2,18.1,-43.4405541,88.07101743,25,19.81751981,7.3,2.3,4.940681166,4.941152154,4.941869035,1.681733441,1.587972496,5.209620226,5.210141058,5.210933597,1.937546685,1.800322356,4.953199665,4.953673124,4.954394073,1.694241581,1.599760065,5.215785944,5.216307677,5.217102055,1.950835084,1.81293429,2.113110319,2.0658315
0,160,2020,7,1,7,16.5,0,0,0,-55.73002488,94.49354512,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,2020,7,1,7,17.5,0,0,0,-67.56391165,101.9154409,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,162,2020,7,1,7,18.5,0,0,0,-79.28753358,109.9971033,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163,2020,7,1,7,19.5,0,0,0,-91.39213588,118.4002184,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,164,2020,7,1,7,20.5,0,0,0,-104.5544126,126.7499925,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,165,2020,7,1,7,21.5,0,0,0,-119.7018274,134.5636319,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,166,2020,7,1,7,22.5,0,0,0,-137.9727972,141.1425976,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,167,2020,7,1,7,23.5,0,0,0,-160.1265567,145.4972812,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168,2020,8,1,8,0.5,0,0,0,174.994903,146.5920014,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,169,2020,8,1,8,1.5,0,0,0,150.8809348,144.0950408,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170,2020,8,1,8,2.5,0,0,0,130.2879861,138.7152313,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,171,2020,8,1,8,3.5,0,0,0,113.402578,131.5365733,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,172,2020,8,1,8,4.5,0,0,0,99.1785647,123.43403,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,173,2020,8,1,8,5.5,0,0,0,86.53666031,115.0055156,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,174,2020,8,1,8,6.5,0,0,0,74.65576399,106.6793936,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,175,2020,8,1,8,7.5,0,0,0,62.94012001,98.80922499,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,176,2020,8,1,8,8.5,1.5,0.2,1.5,50.9580204,91.73094034,25,40,8.7,4.3,0.346256655,0.346266788,0.346273453,0.146215871,0.137561963,0.365105384,0.365116606,0.365123989,0.177062068,0.163294797,0.3466437,0.34665386,0.346660541,0.146581953,0.137907863,0.365359577,0.365370808,0.365378199,0.177516573,0.163721582,0.189949983,0.185199743
1,177,2020,8,1,8,9.5,7.2,0.2,7.4,38.42034929,85.78892427,25,11.82353418,8.9,3.4,1.84699037,1.847156044,1.847291586,0.704554413,0.664821184,1.938704281,1.938886011,1.939034491,0.827582597,0.769466498,1.848351222,1.848517168,1.848652852,0.703931904,0.664185809,1.939557252,1.939738781,1.939887409,0.827696913,0.7694973,0.890398844,0.867491479
1,178,2020,8,1,8,10.5,28.1,0.2,28.4,25.20168447,81.33190624,25,6.373644879,9.3,3.3,7.588845778,7.591103083,7.593013713,2.680077677,2.529621937,7.938564243,7.941027479,7.943111629,3.12671747,2.90765714,7.595210422,7.597472221,7.599386255,2.684954965,2.53424984,7.942997615,7.945463583,7.947550126,3.133474669,2.913971315,3.382446859,3.294982862
1,179,2020,8,1,8,11.5,44.3,0.2,44.4,11.37860696,78.67517012,25,4.972941159,9.6,2.9,12.16620737,12.17060492,12.17500623,4.161912174,3.929786384,12.72256932,12.72736076,12.73216396,4.822974903,4.487813634,12.17650747,12.1809132,12.18532384,4.170087023,3.937506974,12.7297275,12.73452798,12.73933317,4.834008725,4.498117815,5.230274976,5.095658262
1,180,2020,8,1,8,12.5,63.3,0.3,63.3,-2.767580927,78.03550453,25,4.722502527,9.7,3,17.93087168,17.94063659,17.94995781,5.853434378,5.530702865,18.81473877,18.82545211,18.83567743,6.691457073,6.231637758,17.94831245,17.95809671,17.96743497,5.868809547,5.545174845,18.8263158,18.83704173,18.84728049,6.710714939,6.249676717,7.294584577,7.11032882
1,181,2020,8,1,8,13.5,58.9,1.1,58.7,-16.8340203,79.46879665,25,5.32304196,9.6,3.1,16.66637947,16.67537737,16.68359871,5.424279975,5.125136877,17.6009184,17.6109105,17.62004071,6.197239017,5.770267059,16.68671152,16.69572954,16.70397118,5.445064859,5.144669163,17.61369315,17.62370256,17.63284384,6.22159401,5.79317469,6.76058724,6.594601268
0,182,2020,8,1,8,14.5,57.7,6.3,56.5,-30.44905439,82.85154539,25,7.585459764,9.5,3,16.43256697,16.44080821,16.44867686,5.169093267,4.88498702,18.18823903,18.19823628,18.20777329,5.864948233,5.455700727,16.47082575,16.47910868,16.48701457,5.224930955,4.937836824,18.21181166,18.22183412,18.23140169,5.929151812,5.516917341,6.430891727,6.305975571
0,183,2020,8,1,8,15.5,16.3,0.3,16.5,-43.40599363,87.92029521,25,19.01698248,8.9,3,4.415329905,4.416016803,4.416672401,1.54067624,1.454609284,4.64648143,4.647238892,4.647961263,1.781126772,1.655347962,4.425640413,4.426330868,4.426990018,1.550169508,1.463536567,4.651291434,4.652050212,4.65277461,1.791446604,1.665122448,1.938446085,1.893197591
0,184,2020,8,1,8,16.5,0,0,0,-55.71014107,94.34001136,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,185,2020,8,1,8,17.5,0,0,0,-67.55498276,101.7606997,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,186,2020,8,1,8,18.5,0,0,0,-79.28565439,109.8419458,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,187,2020,8,1,8,19.5,0,0,0,-91.39268159,118.2448718,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,188,2020,8,1,8,20.5,0,0,0,-104.5505882,126.5944954,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,2020,8,1,8,21.5,0,0,0,-119.6819267,134.4085731,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,190,2020,8,1,8,22.5,0,0,0,-137.9169062,140.9907181,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,191,2020,8,1,8,23.5,0,0,0,-160.0101573,145.3558796,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,192,2020,9,1,9,0.5,0,0,0,175.1767788,146.4721938,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,193,2020,9,1,9,1.5,0,0,0,151.0966224,144.0031955,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,194,2020,9,1,9,2.5,0,0,0,130.5019415,138.647617,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,195,2020,9,1,9,3.5,0,0,0,113.6001446,131.4846489,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,196,2020,9,1,9,4.5,0,0,0,99.35894117,123.3896415,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,197,2020,9,1,9,5.5,0,0,0,86.70331283,114.9621687,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,198,2020,9,1,9,6.5,0,0,0,74.81234473,106.6319457,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,199,2020,9,1,9,7.5,0,0,0,63.0891722,98.75342926,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,200,2020,9,1,9,8.5,2.7,0.2,2.8,51.10050099,91.66321754,25,40,4.3,0.9,0.682615131,0.68260724,0.682620778,0.272936293,0.256782332,0.719523831,0.719515101,0.719530078,0.33051586,0.304816955,0.683377107,0.683369197,0.683382768,0.273619646,0.25742801,0.72002581,0.720017068,0.720032066,0.331364269,0.30561362,0.354573302,0.345706187
1,201,2020,9,1,9,9.5,6.3,0.2,6.3,38.55533922,85.70643388,25,11.64575848,4.4,1.1,1.594885999,1.594861331,1.594930092,0.600028799,0.566218813,1.676179554,1.676152487,1.676227957,0.704672607,0.655296811,1.596008766,1.595984066,1.596052918,0.599151817,0.565341912,1.676870828,1.676843718,1.676919317,0.704475414,0.655035198,0.757733817,0.738255047
1,202,2020,9,1,9,10.5,17.9,0.2,18,25.32633734,81.23289638,25,6.307682924,5.1,2.4,4.764067661,4.76454836,4.765215712,1.707579004,1.611337701,4.982962715,4.983486793,4.984214055,2.003975253,1.863309305,4.768452734,4.768934473,4.769603035,1.711331619,1.614896416,4.985933166,4.986458035,4.98718559,2.008888757,1.867916461,2.162994336,2.107263155
1,203,2020,9,1,9,11.5,23.7,0.2,23.8,11.48871166,78.5594497,25,4.925687567,5.3,1.9,6.367765737,6.368165337,6.369233221,2.255974178,2.128957296,6.648657445,6.649091869,6.650251709,2.646450833,2.46112372,6.373498321,6.373898265,6.374967232,2.260996565,2.133699289,6.652588465,6.653023196,6.654185658,2.652982033,2.467237368,2.856970895,2.783289668
1,204,2020,9,1,9,12.5,13.4,0.2,13.5,-2.676203977,77.9046885,25,4.674362547,5.6,2.5,3.514290814,3.514590601,3.514974528,1.280183923,1.208211827,3.674091976,3.674418839,3.674837396,1.503765202,1.399085175,3.517356637,3.517656943,3.518041586,1.282982961,1.210842139,3.676206798,3.676533733,3.676952912,1.507365812,1.402447133,1.622209665,1.580221494
1,205,2020,9,1,9,13.5,20.1,0.2,20.1,-16.76382847,79.3259761,25,5.256468235,5.7,3.6,5.326125321,5.327410723,5.328400379,1.906401442,1.79902502,5.564425386,5.565824599,5.566901769,2.238202202,2.081429716,5.330630517,5.331918223,5.332909269,1.91058746,1.802942809,5.567598558,5.569000219,5.570077649,2.243526885,2.086392728,2.415473803,2.352849491
0,206,2020,9,1,9,14.5,8.1,0.2,8.1,-30.39989986,82.70042328,25,7.445367898,5.6,3.3,2.060791157,2.060978769,2.061137469,0.768394921,0.725145135,2.167290883,2.167497784,2.167672361,0.902954355,0.839915352,2.062462646,2.062650475,2.062809418,0.770432826,0.727048339,2.168551223,2.168757876,2.168932837,0.90550681,0.842302575,0.973790997,0.948800764
0,207,2020,9,1,9,15.5,3,0.2,3,-43.37552573,87.76425981,25,18.24530103,6.1,3,0.72765298,0.727675677,0.727697333,0.285326594,0.269248178,0.763728669,0.763753525,0.76377725,0.334801996,0.311353114,0.729646975,0.729669777,0.729691535,0.286287653,0.270161236,0.764271698,0.764296593,0.764320349,0.336172519,0.312662074,0.361847065,0.352305543
0,208,2020,9,1,9,16.5,0,0,0,-55.69486392,94.18158093,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,209,2020,9,1,9,17.5,0,0,0,-67.55108878,101.6014007,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,210,2020,9,1,9,18.5,0,0,0,-79.28921437,109.6824529,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,211,2020,9,1,9,19.5,0,0,0,-91.39909235,118.0852601,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,212,2020,9,1,9,20.5,0,0,0,-104.5530849,126.4346124,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213,2020,9,1,9,21.5,0,0,0,-119.668753,134.2487711,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,214,2020,9,1,9,22.5,0,0,0,-137.8678023,140.8334735,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,215,2020,9,1,9,23.5,0,0,0,-159.8995965,145.208304,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,216,2020,10,1,10,0.5,0,0,0,175.3553302,146.3455283,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,217,2020,10,1,10,1.5,0,0,0,151.3121021,143.9042776,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,218,2020,10,1,10,2.5,0,0,0,130.7178059,138.5731101,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,219,2020,10,1,10,3.5,0,0,0,113.8005274,131.4261111,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220,2020,10,1,10,4.5,0,0,0,99.54233559,123.3388491,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,221,2020,10,1,10,5.5,0,0,0,86.87285733,114.9125177,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,222,2020,10,1,10,6.5,0,0,0,74.97153262,106.5781952,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,223,2020,10,1,10,7.5,0,0,0,63.24043886,98.69125989,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
